DISTRICTS,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER THEFTS,FORGERY,COUNTERFEITING,sum
"AMBALA (URBAN), HARYANA",0.008570449093320878,0.006170723347574987,0.0003428179616210764,0.032910524512400854,0.0,0.010970174839066768,0.1090161124290299,0.0,0.0,0.005485087419533384,0.2200891326949786,0.14741172436096414,0.09941720944604635,0.0,0.004113815563450175,0.011312992800687843,0.017826534109883906,0.0,0.0013712718560832087,0.06513541309196065,0.002742543707366966,0.01645526225860015,0.0,0.03805279397031316,0.0,0.1556393555166612,0.04799451491491779,0.0075419951988587456,0.0,1.008570449093321
"AMBALA RURAL, HARYANA",0.015889830509904213,0.010593220342407894,0.0010593220349823147,0.014830508474921898,0.0,0.014830508474921898,0.10063559321209109,0.0026483050837481596,0.0021186440699646294,0.008474576272443265,0.11122881356191425,0.21398305087363098,0.10116525421845937,0.11281779658101908,0.0,0.005296610167496319,0.048728813557279704,0.0005296610137835303,0.0037076271187304745,0.07044491525587902,0.005296610167496319,0.023305084747365163,0.0021186440699646294,0.08050847459933388,0.0,0.06567796610216622,0.0,0.0,0.0,1.015889830509904
"AMBALA URBAN, HARYANA",0.007048458150545907,0.006828193831606765,0.001101321585444604,0.009911894272085137,0.0,0.009911894272085137,0.1030837004432537,0.0015418502202391858,0.00022026431585544064,0.0074889867853404875,0.16651982378583208,0.228634361220943,0.13832599119598327,0.09030837005579674,0.0008810572695891634,0.025770925109271575,0.039207048444294866,0.00022026431585544064,0.0024229074898283495,0.044052863448621166,0.001321585904383745,0.0156387665182473,0.007048458150545907,0.07246696035124173,0.0,0.02709251101365532,0.0,0.0,0.0,1.0070484581505459
"AMBALA, HARYANA",0.017710758019444908,0.01108187430157144,0.001669871470303601,0.011992713288464739,0.0,0.011992713288464739,0.031373342780338535,0.0019228822990516095,0.0029349256147520745,0.008956583339238051,0.14973180854332555,0.22128327094188294,0.11486691626718137,0.10641635460385854,0.0012144519782738136,0.020089059812651595,0.05212023074192582,0.0008602368178849154,0.004250581924666778,0.12741625343882496,0.005515636069115251,0.011891508958949139,0.00951320716574245,0.09138751138033571,0.0,0.0015180649731964821,0.0,0.0,0.0,1.0177107580194449
"AMBEDKAR NAGAR, UTTAR PRADESH",0.03896103895548559,0.03639570306327864,0.012746512749476215,0.01940035273812592,0.0,0.01635401635210099,0.10453743786556999,0.001763668429820446,0.00016033349382410137,0.019159852491216926,0.046095879426729935,0.1217732884376317,0.03615520281636965,0.08185024851695684,0.039602372939760676,0.0249318582599059,0.05627705627277585,0.0009620009618222738,0.004489337822585501,0.18270001604589683,0.01434984768771723,0.017716851054656355,0.008898508898820117,0.07728074394914278,0.0,0.07263107262487685,0.003767837100938212,0.0,0.0,1.0389610389554855
"AMETHI, UTTAR PRADESH",0.0208009934821991,0.034461347410612846,0.00807202732034756,0.036945048122894224,0.0,0.0208009934821991,0.14343371624182463,0.001552312945719168,0.0,0.0170754424116038,0.05060540203826854,0.07916796024471699,0.03601366035633201,0.023905619373637436,0.04222291213920869,0.011797578390942857,0.021111456069604344,0.0003104625874052431,0.0043464762497522616,0.1847252406144711,0.009624340266066728,0.0742005588288472,0.0,0.025457932319356606,0.0,0.1539894442831465,0.01924868053647993,0.0,0.0009313877665622055,1.020800993482199
"AMRAVATI COMMR., MAHARASHTRA",0.008484787628531098,0.010442815542537164,0.0006024701274405503,0.008610302239439581,0.0,0.007330053219419153,0.014459283059978968,0.0014559694749408636,0.001129631489038892,0.015890149612386696,0.08703183049262637,0.28022391808755165,0.05936841047472446,0.2062958128388177,0.02743749372459258,0.0071794356870318555,0.01995682297630054,0.0014559694749408636,0.0046189376434765915,0.1356310874526179,0.000979013957354475,0.021889747968827793,0.006526759714525029,0.02648358269082557,0.0,0.03986344009558581,0.014559694749408637,0.0004267496735744364,0.00015061753203585802,1.0084847876285312
"AMRAVATI RURAL, MAHARASHTRA",0.015293442937275938,0.009280339235820908,0.0007299143219731736,0.017882900888342754,0.0,0.014389739489633123,0.014146434715642066,0.0021028484038146155,0.00031282042377230436,0.007855268418468318,0.06930710277302297,0.22509167375615707,0.01795241653909722,0.18856119984306985,0.024747571293900393,0.003510540310789985,0.0111398828673476,0.00038233607331024605,0.014824212301374175,0.21330877113697025,0.0012512816948459125,0.04772249351667586,0.007455553430887974,0.03282876556941332,0.0,0.05658573887230045,0.018578057386155217,0.0,5.213673721428246e-05,1.015293442937276
"AMRELI, GUJARAT",0.019832749462868303,0.009379590916857665,0.0011865747542563131,0.007288959204491338,0.0,0.006441405808932993,0.08147813312560016,0.0014690925527757615,5.650355938746974e-05,0.011922251101159551,0.08695897839646838,0.12995818738223025,0.04277319471182369,0.08435981463774908,0.033619618037262204,0.023674991526529843,0.009266583791754327,0.0068369307270184304,0.007232455645103868,0.22013786870571003,0.000508532037651427,0.01875918182580483,0.0018081139114737297,0.1022714431162496,0.0,0.10933438805945957,0.002825177985985534,0.00011300711956598931,0.000339021358697968,1.0198327494628683
"AMRITSAR RURAL, PUNJAB",0.036825655665512186,0.04117407255915204,0.0023100964799778623,0.029080038057069907,0.0,0.01861665987298083,0.08452235358414832,0.0008153281704111214,0.004620192961858156,0.0055714091597199155,0.08275580921397302,0.11210762332213933,0.023100964799778623,0.07650495990558533,0.0,0.0073379535260903635,0.1019160211967564,0.003668976763996398,0.004756080989308794,0.18045930154263776,0.0040766408482507425,0.035466775371981486,0.001222992254665466,0.037369207767705005,0.0,0.12827829868578924,0.012501698599653503,0.00013588802745063738,0.0016306563389198107,1.036825655665512
"AMRITSAR, PUNJAB",0.033778927695520815,0.031766566045489254,0.003593502946053696,0.009702457955653014,0.0,0.009702457955653014,0.05016530113580423,0.0011499209430189134,0.006612045421101025,0.00812131665862469,0.07833836423624597,0.18147189884061032,0.08782521201640356,0.0936466867839595,0.0,0.015164582432728944,0.14726175079007392,0.004384073594567858,0.0023717119445363045,0.13698433227688295,0.0038091131235614916,0.009271237601643605,0.0016530113555268016,0.04606870777824883,0.0,0.07093574816361224,0.0,0.0,0.0,1.033778927695521
"AMROHA, UTTAR PRADESH",0.02677806341146415,0.03063410452839108,0.0038560411319226453,0.028491859468430244,0.0,0.015424164524691438,0.09982862040600005,0.0027849185959439426,0.0004284490149913098,0.017566409596648846,0.03320479862433722,0.1452442159410943,0.06512425020070137,0.03577549272028337,0.026135389887477614,0.013067694943738807,0.055055698379896593,0.0004284490149913098,0.0,0.07604970009347678,0.008354755784832685,0.04691516708606428,0.0,0.08461868036331154,0.0,0.16602399315167757,0.04434447302010956,0.0,0.0006426735209873932,1.026778063411464
"ANAND, GUJARAT",0.013987704634613449,0.006493057954215361,0.0007943634731066604,0.005698694482559277,0.0,0.004904331006067938,0.044898804999158055,0.004109967534411854,0.00013815016936207804,0.007183808801025751,0.0668992194674096,0.18826414313063022,0.08285556401277328,0.1005387856388985,0.022863853008632317,0.029874974096746654,0.015127443532092355,0.0025903156728795725,0.007667334393309498,0.17513987702672706,6.907508468103902e-05,0.01284796573713454,0.0011397388960283298,0.07947088486678704,0.0,0.13538716583944932,0.004869793464452707,6.907508468103902e-05,0.00010361262677979573,1.0139877046346137
"ANANTAPUR, ANDHRA PRADESH",0.03545383148454714,0.025131829913096707,0.0009937330706395323,0.006411181099959212,0.0,0.005273196454980113,0.034428042502091194,0.002468304723607712,1.602795265453171e-05,0.004760301965996053,0.05842188778591619,0.1190716609753293,0.03413953934937301,0.07670978187446424,0.028481672031581706,0.004135211810001012,0.030469138182285204,0.0019073263773332321,0.007773557083448105,0.32487057423981497,0.0035582055112963916,0.05268388069475462,0.01065858857921512,0.031591094874834164,0.0,0.12734208460430696,0.00822233976046769,0.0,0.00048083858255303883,1.0354538314845472
"ANANTNAG, JAMMU & KASHMIR",0.030858806411400923,0.03791848617031425,0.0015283842795936705,0.016812227075530376,0.0,0.014046579335870545,0.15982532756689197,0.0020378457061248937,0.0,0.012372634641418506,0.13216885006840137,0.11579330418649995,0.027947598256882724,0.0836972343557898,0.134133915541624,0.0086608442510308,0.02940320233414182,0.0022561863172042974,0.024163027653971214,0.019577874815190202,0.0,0.09628820961440124,0.03224163027613622,0.0022561863172042974,0.0,0.04250363900909526,0.004148471615603282,0.0,0.00021834061107940352,1.030858806411401
