DISTRICTS,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER THEFTS,FORGERY,COUNTERFEITING,sum
"EAST, SIKKIM",6.571428571,5.428571429,1.5,10.85714286,0.0,8.285714286,9.571428571,0.214285714,0.0,3.571428571,53.0,51.0,6.857142857,41.21428571,10.78571429,4.142857143,20.92857143,1.142857143,4.428571429,34.28571429,0.071428571,8.642857143,0.571428571,2.214285714,0.0,26.28571429,2.928571429,0.5,0.642857143,315.642857155
"ECONOMIC OFFENCES UNIT, BIHAR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214285714,0.9285714279999999
"EOW, DELHI UT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,56.64285714,0.0,0.0,0.0,0.0,0.357142857,0.214285714,0.0,0.0,0.0,0.0,2.357142857,0.0,61.071428567999995
"ERNAKULAM COMMR., KERALA",11.14285714,15.0,5.285714286,31.28571429,0.0,22.0,16.85714286,5.857142857,6.357142857,32.42857143,149.3571429,300.7142857,98.35714286,186.4285714,196.7857143,12.85714286,316.5714286,1.071428571,4.571428571,385.5,0.571428571,90.5,12.42857143,96.5,0.0,978.6428571,15.92857143,0.071428571,0.642857143,2993.7142857270005
"ERNAKULAM RURAL, KERALA",22.0,21.85714286,10.78571429,41.28571429,0.0,31.07142857,20.0,6.214285714,8.142857143,39.21428571,196.1428571,295.8571429,92.71428571,186.2142857,332.6428571,16.5,184.0,2.285714286,10.42857143,768.0714286,1.214285714,144.9285714,14.92857143,129.9285714,0.0,1075.571429,16.92857143,2.714285714,1.5,3673.142857491001
"ERNAKULAM, KERALA",5.714285714,10.5,1.785714286,4.642857143,0.0,4.642857143,4.571428571,3.714285714,0.0,14.21428571,88.64285714,173.0714286,43.57142857,129.5,93.71428571,4.071428571,42.0,1.285714286,3.5,250.6428571,0.285714286,23.71428571,0.642857143,24.28571429,0.0,0.357142857,0.0,0.0,0.0,929.071428544
"ERODE, TAMIL NADU",53.35714286,26.28571429,0.642857143,13.21428571,0.0,13.21428571,81.28571429,3.857142857,0.5,31.42857143,148.5,521.9285714,177.4285714,330.2142857,40.92857143,13.64285714,80.71428571,5.142857143,19.5,1156.642857,2.785714286,49.85714286,6.285714286,34.21428571,0.0,671.2857143,14.28571429,0.0,0.428571429,3497.5714283739994
"ETAH, UTTAR PRADESH",114.3571429,160.2142857,22.42857143,36.5,0.0,29.42857143,174.2857143,8.571428571,0.0,39.0,62.71428571,267.2142857,122.5714286,133.0,99.64285714,39.85714286,81.0,2.071428571,9.285714286,283.0714286,44.78571429,60.42857143,12.21428571,80.42857143,0.0,179.7857143,11.64285714,5.285714286,0.428571429,2080.2142858129996
"ETAWAH, UTTAR PRADESH",63.5,63.14285714,9.714285714,17.28571429,1.142857143,13.0,149.4285714,4.142857143,0.571428571,33.5,51.78571429,215.7857143,134.9285714,72.21428571,23.71428571,34.64285714,69.64285714,1.857142857,6.214285714,132.0714286,27.92857143,35.78571429,15.35714286,62.85714286,0.0,200.3571429,8.642857143,0.0,0.428571429,1449.642857174
"FAIZABAD, UTTAR PRADESH",46.14285714,31.28571429,13.64285714,26.42857143,0.0,21.42857143,130.5714286,2.142857143,1.071428571,21.0,77.71428571,203.9285714,77.42857143,116.5714286,40.0,55.21428571,67.78571429,2.642857143,5.357142857,201.4285714,14.14285714,39.21428571,18.85714286,31.92857143,0.0,183.0714286,9.928571429,0.0,0.0,1438.9285714530001
"FARIDABAD, HARYANA",63.78571429,42.21428571,5.0,62.35714286,0.0,48.57142857,235.7142857,6.857142857,30.0,30.78571429,334.2857143,1273.642857,980.2857143,268.8571429,174.4285714,136.0714286,52.42857143,2.857142857,8.285714286,239.2142857,18.0,52.14285714,264.5714286,181.5714286,0.0,112.4285714,24.5,7.642857143,0.857142857,4657.35714279
"FARIDKOT, PUNJAB",18.0,22.5,1.285714286,15.85714286,0.0,12.42857143,26.57142857,1.071428571,1.785714286,2.285714286,64.57142857,85.21428571,31.64285714,50.5,0.0,5.214285714,67.35714286,0.714285714,2.071428571,154.1428571,2.428571429,13.57142857,0.214285714,22.35714286,0.0,12.71428571,3.071428571,0.0,0.214285714,617.7857142359999
"FATEHABAD, HARYANA",22.64285714,18.57142857,2.428571429,18.42857143,0.0,15.0,57.71428571,2.0,3.357142857,8.571428571,137.0714286,218.1428571,131.5714286,80.21428571,30.85714286,8.857142857,61.92857143,1.857142857,5.0,160.3571429,6.357142857,23.64285714,7.714285714,97.35714286,0.0,39.35714286,6.357142857,0.071428571,0.428571429,1165.8571429090002
"FATEHGARH SAHIB, PUNJAB",15.71428571,10.85714286,2.928571429,14.71428571,0.0,10.57142857,30.0,0.285714286,3.571428571,3.214285714,54.14285714,92.71428571,39.14285714,50.78571429,0.0,11.0,86.07142857,0.357142857,0.142857143,120.7857143,3.0,9.071428571,1.428571429,19.07142857,0.0,138.5,2.785714286,0.0,0.0,720.857142856
"FATEHGARH, UTTAR PRADESH",72.35714286,67.0,16.07142857,17.0,0.0,14.57142857,133.2857143,2.5,0.857142857,16.21428571,44.57142857,135.7142857,68.57142857,61.14285714,31.28571429,20.64285714,43.57142857,1.928571429,1.428571429,99.42857143,26.64285714,26.07142857,15.85714286,53.28571429,0.0,85.85714286,6.0,0.0,0.0,1061.8571428550001
"FATEHPUR, UTTAR PRADESH",79.0,37.0,28.21428571,33.78571429,2.0,25.5,123.4285714,5.928571429,0.214285714,20.28571429,54.64285714,115.7857143,48.57142857,61.35714286,24.28571429,33.42857143,72.71428571,0.785714286,2.214285714,227.7857143,35.0,46.64285714,10.42857143,50.71428571,0.0,231.5,5.857142857,6.071428571,0.0,1383.142857141
"FAZILKA, PUNJAB",7.357142857,6.285714286,1.0,17.71428571,0.0,9.928571429,18.42857143,0.0,0.785714286,0.357142857,22.07142857,30.14285714,12.5,14.42857143,0.0,1.357142857,23.42857143,0.428571429,0.071428571,57.0,0.928571429,4.0,0.285714286,11.21428571,0.0,24.5,3.214285714,0.214285714,0.428571429,268.0714285640001
"FEROZEPUR, PUNJAB",15.5,18.78571429,1.357142857,20.07142857,0.0,11.71428571,14.0,0.285714286,1.142857143,0.928571429,43.42857143,61.5,22.5,31.21428571,0.0,8.428571429,43.5,0.714285714,1.571428571,155.0,2.571428571,10.14285714,0.0,13.64285714,0.0,44.07142857,7.785714286,0.0,0.0,529.857142846
"FEROZPUR, PUNJAB",31.42857143,31.5,2.928571429,17.07142857,0.0,17.07142857,37.42857143,0.571428571,2.5,1.857142857,74.0,130.6428571,56.85714286,73.78571429,0.0,11.14285714,98.57142857,3.571428571,4.571428571,230.3571429,4.071428571,7.357142857,1.928571429,27.07142857,0.0,72.64285714,0.0,0.0,0.0,938.9285714259998
"FIROZABAD, UTTAR PRADESH",118.0,124.5,23.28571429,35.42857143,0.0,26.42857143,268.2857143,11.64285714,0.714285714,64.71428571,76.21428571,408.2142857,236.3571429,155.1428571,122.5,52.07142857,103.2142857,0.714285714,7.142857143,315.2142857,46.92857143,61.0,34.28571429,102.4285714,0.0,168.6428571,16.71428571,0.0,0.0,2579.7857141809995
"G. R. P. RAIPUR, CHHATTISGARH",0.142857143,0.0,0.0,0.0,0.0,0.0,0.714285714,0.0,0.0,0.642857143,0.714285714,20.71428571,0.285714286,0.0,0.285714286,0.142857143,0.071428571,0.0,0.0,0.857142857,0.071428571,1.142857143,0.0,0.285714286,0.0,0.357142857,20.42857143,0.0,0.0,46.857142854
"G. R. P., ASSAM",0.642857143,0.0,0.0,0.214285714,0.0,0.071428571,1.428571429,0.428571429,0.0,0.142857143,0.285714286,13.35714286,0.928571429,0.0,0.714285714,0.0,0.142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642857143,12.42857143,0.0,0.0,31.428571434
"G. R. P., HARYANA",1.857142857,0.428571429,0.0,0.214285714,0.0,0.071428571,0.571428571,0.142857143,0.357142857,2.214285714,0.285714286,26.78571429,6.5,0.0,0.571428571,0.214285714,0.571428571,0.0,0.0,1.285714286,0.571428571,2.571428571,0.0,0.0,0.0,6.357142857,20.28571429,0.0,0.0,71.85714286299999
"G. R. P., HIMACHAL PRADESH",0.071428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071428571,0.0,0.0,0.214285713
"G. R. P., PUNJAB",0.785714286,0.0,0.071428571,0.214285714,0.0,0.071428571,0.571428571,0.0,1.214285714,0.0,0.428571429,6.714285714,1.285714286,0.0,0.0,0.0,0.214285714,0.0,0.0,1.142857143,0.0,0.428571429,0.0,0.0,0.0,0.928571429,5.428571429,0.0,0.0,19.5
"G. R. P., TRIPURA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571428571,0.0,0.285714286,0.0,0.0,0.0,0.071428571,0.142857143,0.0,0.0,1.214285714
"G. R. P., UTTAR PRADESH",2.142857143,1.071428571,0.5,1.071428571,0.0,0.428571429,5.571428571,2.142857143,0.357142857,1.928571429,0.142857143,290.0714286,8.142857143,0.0,2.857142857,0.785714286,1.857142857,0.0,0.0,1.714285714,0.071428571,9.142857143,0.0,0.0,0.0,0.428571429,281.9285714,0.0,0.428571429,612.785714286
"G.R.P, PUNJAB",8.214285714,2.642857143,1.142857143,0.642857143,0.0,0.642857143,1.285714286,0.214285714,2.0,0.928571429,0.5,41.5,6.5,35.0,1.142857143,0.785714286,13.28571429,2.285714286,0.214285714,11.92857143,1.785714286,1.928571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.57142857899998
"G.R.P. AJMER, RAJASTHAN",0.428571429,0.214285714,0.0,0.0,0.0,0.0,0.142857143,0.071428571,0.0,0.357142857,0.142857143,27.57142857,1.642857143,25.92857143,0.142857143,0.0,0.214285714,0.0,0.0,0.0,0.214285714,0.071428571,0.0,0.0,0.0,0.071428571,0.0,0.0,0.0,57.214285712999995
"G.R.P. JODHPUR, RAJASTHAN",0.142857143,0.071428571,0.0,0.142857143,0.0,0.142857143,0.0,0.0,0.0,0.142857143,0.0,6.5,0.928571429,5.571428571,0.214285714,0.0,0.0,0.0,0.0,0.071428571,0.0,0.071428571,0.142857143,0.0,0.0,0.0,0.0,0.0,0.0,14.142857142000002
"G.R.P.(RLY), DELHI UT",3.071428571,1.571428571,0.285714286,0.571428571,0.0,0.571428571,3.571428571,0.214285714,0.428571429,3.5,0.571428571,417.7857143,5.714285714,412.0714286,0.214285714,2.0,6.642857143,0.142857143,0.642857143,3.5,0.428571429,1.285714286,0.142857143,0.0,0.0,0.285714286,0.0,0.0,0.0,865.2142857560001
"G.R.P., ASSAM",7.428571429,0.142857143,0.0,1.285714286,0.0,1.285714286,7.571428571,5.214285714,0.0,7.071428571,4.0,122.0,3.714285714,118.2857143,8.285714286,2.071428571,4.785714286,0.214285714,1.071428571,7.428571429,0.142857143,0.857142857,0.071428571,2.142857143,0.0,2.357142857,0.0,0.0,0.0,307.42857144199996
"G.R.P., HIMACHAL PRADESH",0.285714286,0.071428571,0.071428571,0.0,0.0,0.0,0.142857143,0.071428571,0.0,0.071428571,0.357142857,2.5,0.0,2.5,0.428571429,0.0,0.142857143,0.0,0.0,0.214285714,0.0,0.071428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.928571427
"G.R.P., RAJASTHAN",3.142857143,2.714285714,0.428571429,0.785714286,0.0,0.785714286,5.714285714,1.071428571,0.785714286,4.357142857,1.428571429,329.6428571,10.92857143,318.7142857,4.071428571,1.857142857,3.785714286,0.785714286,0.285714286,2.571428571,0.642857143,9.357142857,0.5,0.071428571,0.0,1.642857143,0.0,0.0,0.0,706.071428516
"G.R.P., TRIPURA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071428571,0.214285714,0.0,0.214285714,0.0,0.0,0.0,0.0,0.0,0.071428571,0.0,0.071428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571409999999
"G.R.P., UTTAR PRADESH",20.78571429,14.42857143,4.214285714,1.928571429,0.0,1.928571429,21.28571429,12.64285714,2.0,53.14285714,1.5,1907.357143,75.5,1831.857143,19.57142857,23.21428571,36.21428571,2.5,0.071428571,9.285714286,1.0,21.5,23.71428571,0.142857143,0.0,1.642857143,0.0,0.0,0.0,4087.4285717049997
"G.R.P.AJMER, RAJASTHAN",1.357142857,1.285714286,0.214285714,1.142857143,0.0,0.714285714,5.285714286,0.428571429,0.071428571,1.5,0.142857143,207.0714286,7.0,122.1428571,0.785714286,0.928571429,1.5,0.071428571,0.0,0.857142857,0.214285714,3.285714286,0.071428571,0.0,0.0,0.857142857,77.92857143,0.0,0.0,434.857142844
"G.R.P.JODHPUR, RAJASTHAN",1.071428571,0.214285714,0.0,0.285714286,0.0,0.142857143,0.857142857,0.0,0.071428571,0.142857143,0.071428571,30.14285714,2.5,17.92857143,0.142857143,0.071428571,0.0,0.0,0.071428571,0.071428571,0.071428571,1.857142857,0.0,0.0,0.0,0.5,9.714285714,0.0,0.214285714,66.142857138
"GADAG, KARNATAKA",20.14285714,16.85714286,0.571428571,7.642857143,0.0,5.5,15.28571429,3.0,0.214285714,6.857142857,55.42857143,69.92857143,27.42857143,39.5,113.2857143,5.714285714,23.78571429,0.785714286,3.571428571,149.2142857,2.214285714,32.78571429,0.142857143,26.5,0.0,108.0,3.0,0.357142857,0.214285714,737.928571444
"GADCHIROLI, MAHARASHTRA",56.42857143,42.71428571,2.571428571,24.64285714,0.0,21.64285714,18.57142857,8.214285714,0.357142857,9.785714286,102.0,131.3571429,19.5,106.7142857,25.07142857,9.357142857,14.14285714,1.0,42.71428571,215.7857143,1.0,44.0,7.571428571,38.57142857,0.0,94.42857143,5.142857143,0.0,0.0,1043.2857143089998
"GAJAPATI, ODISHA",13.57142857,11.71428571,0.428571429,12.78571429,0.0,10.07142857,17.71428571,1.5,0.0,2.5,21.92857143,29.14285714,5.642857143,21.78571429,39.0,3.071428571,11.07142857,0.214285714,11.64285714,40.78571429,1.571428571,48.64285714,2.928571429,9.0,0.0,34.14285714,1.714285714,0.0,0.0,352.571428561
"GANDERBAL, JAMMU & KASHMIR",10.14285714,6.214285714,0.857142857,5.785714286,0.0,5.642857143,64.0,0.642857143,0.0,1.571428571,38.78571429,45.92857143,6.214285714,38.28571429,65.85714286,3.428571429,8.071428571,1.071428571,8.571428571,3.285714286,0.0,61.07142857,3.285714286,1.642857143,0.0,31.35714286,1.428571429,0.0,0.0,413.142857154
"GANDHINAGAR, GUJARAT",23.78571429,9.642857143,0.357142857,13.71428571,0.0,11.07142857,66.42857143,5.571428571,0.142857143,30.0,136.8571429,474.6428571,199.7142857,263.3571429,49.78571429,14.57142857,45.07142857,6.285714286,7.642857143,250.5,1.214285714,19.92857143,3.285714286,143.1428571,0.0,436.2857143,11.57142857,1.071428571,1.5,2227.142857144
"GANGANAGAR, RAJASTHAN",55.14285714,87.21428571,0.928571429,106.4285714,0.071428571,80.78571429,156.7142857,0.428571429,0.857142857,11.28571429,209.0,382.6428571,129.9285714,237.5,8.142857143,36.07142857,667.4285714,2.642857143,8.142857143,909.7857143,16.35714286,90.64285714,1.357142857,567.1428571,0.0,190.3571429,15.21428571,49.14285714,0.428571429,4021.785714151
"GANJAM, ODISHA",70.85714286,147.4285714,1.714285714,53.5,0.0,41.71428571,80.57142857,19.14285714,4.142857143,54.71428571,135.1428571,159.8571429,38.28571429,114.5,105.9285714,18.5,32.28571429,0.142857143,30.57142857,273.2857143,20.42857143,285.5714286,14.0,33.14285714,0.0,109.3571429,7.071428571,0.0,0.0,1851.8571428809998
"GARHWA, JHARKHAND",50.21428571,50.42857143,3.357142857,38.14285714,0.0,30.28571429,52.0,12.07142857,0.571428571,26.57142857,41.64285714,77.5,13.35714286,55.92857143,161.3571429,17.35714286,43.71428571,0.214285714,13.92857143,257.4285714,15.92857143,10.92857143,0.142857143,38.07142857,0.357142857,51.35714286,8.214285714,0.0,0.0,1071.071428586
"GARIYABAND, CHHATTISGARH",4.642857143,4.071428571,0.142857143,14.21428571,0.0,8.214285714,7.285714286,0.785714286,0.0,1.0,14.85714286,14.57142857,5.428571429,7.642857143,4.428571429,0.214285714,4.071428571,0.0,1.428571429,42.42857143,0.642857143,10.71428571,1.0,2.857142857,0.0,36.92857143,1.5,0.214285714,0.0,189.28571428200001
"GARO HILLS EAST, MEGHALAYA",11.0,9.785714286,1.214285714,3.071428571,0.0,2.642857143,13.14285714,9.071428571,0.571428571,6.428571429,10.92857143,31.64285714,5.142857143,23.28571429,3.0,1.285714286,2.928571429,0.428571429,2.357142857,7.928571429,0.0,3.0,0.071428571,0.0,0.0,3.785714286,3.214285714,0.0,0.0,155.928571429
"GARO HILLS NORTH, MEGHALAYA",1.214285714,1.214285714,0.142857143,0.714285714,0.0,0.285714286,6.285714286,1.142857143,0.071428571,0.428571429,0.785714286,2.928571429,0.357142857,0.857142857,0.071428571,1.0,0.071428571,0.0,0.357142857,2.142857143,0.0,1.142857143,0.0,0.142857143,0.0,3.0,1.714285714,0.071428571,0.0,26.142857141999993
"GARO HILLS SOUTH W., MEGHALAYA",0.5,0.357142857,0.142857143,0.714285714,0.0,0.714285714,0.428571429,0.428571429,0.0,0.071428571,0.642857143,0.642857143,0.071428571,0.571428571,0.0,0.214285714,0.214285714,0.071428571,0.0,0.357142857,0.0,0.357142857,0.0,0.0,0.0,0.214285714,0.0,0.0,0.0,6.714285712000001
"GARO HILLS SOUTH WEST, MEGHALAYA",0.357142857,0.285714286,0.0,0.857142857,0.0,0.285714286,0.571428571,0.714285714,0.0,0.142857143,0.0,0.5,0.0,0.0,0.0,0.0,0.071428571,0.0,0.0,0.285714286,0.0,1.285714286,0.0,0.071428571,0.0,1.642857143,0.5,0.0,0.0,7.571428571
"GARO HILLS SOUTH, MEGHALAYA",7.785714286,6.142857143,0.142857143,2.642857143,0.0,2.357142857,12.28571429,3.642857143,0.071428571,1.714285714,3.071428571,16.71428571,5.0,10.92857143,0.642857143,0.428571429,1.785714286,0.785714286,0.5,3.642857143,0.0,1.285714286,0.0,0.642857143,0.0,3.642857143,0.785714286,0.0,0.642857143,87.285714289
"GARO HILLS WEST, MEGHALAYA",17.78571429,9.714285714,2.285714286,10.5,0.0,8.428571429,37.71428571,9.785714286,0.071428571,7.5,28.92857143,82.14285714,23.07142857,57.14285714,6.285714286,2.857142857,11.07142857,2.357142857,5.214285714,38.57142857,0.142857143,14.5,0.357142857,4.357142857,0.0,17.5,1.928571429,0.285714286,0.0,400.49999999199997
"GAUTAMBUDH NAGAR, UTTAR PRADESH",81.71428571,79.5,16.78571429,33.14285714,0.5,25.0,185.1428571,8.285714286,1.214285714,107.1428571,137.5714286,1829.0,1191.428571,542.1428571,108.8571429,70.71428571,218.6428571,2.928571429,1.285714286,32.57142857,19.78571429,61.71428571,28.64285714,88.85714286,0.0,291.3571429,95.42857143,0.0,0.571428571,5259.928570936
"GAYA, BIHAR",169.6428571,97.64285714,11.42857143,38.85714286,0.0,30.14285714,217.0,71.35714286,7.428571429,100.5,168.9285714,626.2142857,188.0,385.7857143,426.4285714,32.71428571,90.14285714,1.142857143,31.78571429,649.1428571,51.07142857,14.92857143,0.0,71.35714286,0.571428571,262.3571429,52.42857143,1.928571429,0.0,3798.9285713320005
"GHAZIABAD, UTTAR PRADESH",180.7142857,183.1428571,36.71428571,56.78571429,1.071428571,40.78571429,452.5714286,12.21428571,5.285714286,96.64285714,205.6428571,2171.642857,1552.571429,565.0,108.0,131.8571429,324.5714286,9.428571429,4.0,61.42857143,40.07142857,95.64285714,67.14285714,284.8571429,0.0,462.4285714,54.07142857,0.0,0.214285714,7204.500000290001
"GHAZIPUR, UTTAR PRADESH",48.0,45.57142857,21.21428571,11.71428571,0.071428571,8.5,68.57142857,5.571428571,0.214285714,28.78571429,56.42857143,120.7857143,52.21428571,61.42857143,78.28571429,17.21428571,51.28571429,4.142857143,4.928571429,176.0,24.71428571,24.85714286,12.71428571,50.85714286,0.0,52.42857143,7.142857143,0.0,0.214285714,1033.8571428649998
"GIR SOMNATH, GUJARAT",1.214285714,0.571428571,0.0,3.642857143,0.0,1.214285714,4.571428571,0.714285714,0.0,1.428571429,7.428571429,5.714285714,3.071428571,0.0,4.214285714,0.714285714,1.5,0.0,0.357142857,4.857142857,0.071428571,4.571428571,0.0,8.928571429,0.0,32.14285714,2.642857143,0.214285714,0.0,89.78571428
"GIRIDIH, JHARKHAND",65.35714286,64.14285714,2.0,52.57142857,0.0,42.35714286,91.42857143,43.35714286,2.642857143,34.14285714,96.42857143,280.7142857,49.64285714,215.0714286,252.6428571,16.07142857,65.85714286,0.0,10.71428571,116.5714286,37.28571429,42.64285714,4.142857143,77.0,0.357142857,112.2142857,16.0,4.285714286,0.0,1795.642857129
"GOALPARA, ASSAM",37.71428571,18.5,0.928571429,83.35714286,0.0,67.92857143,169.0,19.35714286,0.357142857,13.28571429,107.5,165.6428571,35.28571429,118.4285714,107.4285714,5.0,43.28571429,1.5,23.0,187.4285714,3.571428571,52.21428571,0.0,186.8571429,0.285714286,82.14285714,11.92857143,0.0,0.0,1541.9285713530003
"GODDA, JHARKHAND",50.14285714,38.85714286,1.428571429,47.64285714,0.0,42.78571429,75.57142857,7.714285714,0.5,12.28571429,46.78571429,132.2142857,15.0,108.2142857,106.2857143,9.357142857,17.85714286,0.0,8.0,132.0714286,5.642857143,9.357142857,0.0,32.42857143,0.0,15.71428571,9.0,0.0,0.0,924.8571428800001
"GOLAGHAT, ASSAM",63.28571429,25.78571429,2.5,68.35714286,0.0,55.14285714,226.2857143,9.285714286,0.785714286,32.42857143,90.71428571,262.5,44.92857143,200.5714286,15.92857143,20.5,38.14285714,3.0,22.14285714,373.1428571,1.571428571,51.71428571,0.0,119.7857143,0.0,137.3571429,17.0,0.5,0.214285714,1883.571428627
"GOMATI, TRIPURA",3.928571429,1.5,0.0,10.92857143,0.0,6.785714286,9.857142857,0.214285714,0.0,1.142857143,7.785714286,20.0,6.428571429,10.57142857,4.928571429,0.642857143,3.928571429,0.214285714,2.571428571,69.14285714,1.357142857,12.92857143,0.142857143,32.57142857,0.0,9.142857143,3.0,0.0,0.428571429,220.14285714199997
"GONDA, UTTAR PRADESH",43.71428571,50.42857143,23.14285714,25.5,0.0,20.07142857,140.7142857,7.071428571,0.357142857,22.28571429,85.28571429,159.8571429,61.78571429,93.57142857,52.07142857,38.35714286,131.9285714,1.5,3.5,238.1428571,30.78571429,32.35714286,27.42857143,10.71428571,0.0,99.35714286,4.5,0.0,0.0,1404.4285713979998
"GONDIA, MAHARASHTRA",35.42857143,17.0,1.714285714,41.0,0.0,33.0,37.14285714,5.285714286,0.785714286,16.85714286,193.7142857,325.6428571,55.64285714,254.5,39.21428571,10.64285714,34.64285714,3.285714286,22.57142857,337.0714286,3.0,92.21428571,18.28571429,54.92857143,0.0,139.2142857,15.5,0.0,0.214285714,1788.499999946
"GOPALGANJ, BIHAR",77.92857143,120.2857143,5.785714286,21.71428571,0.0,20.07142857,175.1428571,14.78571429,1.5,36.0,74.92857143,197.7857143,49.42857143,132.8571429,268.9285714,28.64285714,88.92857143,0.071428571,12.42857143,471.5,31.85714286,10.42857143,1.642857143,104.8571429,0.0,98.0,15.5,1.857142857,0.0,2062.857142907
"GORAKHPUR, UTTAR PRADESH",96.14285714,80.57142857,34.92857143,53.0,1.571428571,40.0,272.5714286,5.571428571,0.5,51.14285714,181.5,596.6428571,386.7857143,194.8571429,158.2142857,78.5,195.5,8.214285714,2.928571429,350.4285714,34.92857143,58.14285714,25.64285714,132.3571429,0.0,310.0714286,15.0,0.0,0.642857143,3366.3571429180006
"GRP RAIPUR, CHHATTISGARH",2.785714286,1.857142857,0.214285714,1.5,0.0,1.5,2.571428571,0.214285714,0.0,3.857142857,5.785714286,204.0,9.785714286,194.2142857,1.785714286,0.285714286,1.357142857,0.428571429,0.285714286,10.64285714,0.285714286,2.714285714,0.428571429,1.0,0.0,0.857142857,0.0,0.0,0.0,448.35714284099987
"GRP(RLY), DELHI UT",5.071428571,1.214285714,0.071428571,1.642857143,0.0,1.642857143,19.14285714,0.571428571,0.928571429,5.642857143,0.642857143,418.7142857,16.42857143,402.2857143,0.5,3.428571429,6.214285714,0.285714286,0.285714286,4.5,0.357142857,2.714285714,0.642857143,0.142857143,0.0,0.285714286,0.0,0.0,0.0,893.3571428560001
"GRP, HARYANA",20.5,4.071428571,0.5,1.214285714,0.0,1.214285714,7.0,1.857142857,1.214285714,11.0,1.214285714,313.6428571,56.78571429,256.8571429,10.42857143,2.5,6.357142857,0.571428571,0.0,12.5,5.714285714,4.642857143,100.6428571,0.142857143,0.0,14.85714286,0.0,0.0,0.0,835.428571392
"GRP, TRIPURA",0.142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071428571,0.0,0.928571429,0.0,0.928571429,0.071428571,0.0,0.142857143,0.0,0.0,0.571428571,0.0,0.0,0.0,0.0,0.0,0.071428571,0.0,0.0,0.0,2.9285714280000006
"GULBARGA, KARNATAKA",90.71428571,94.28571429,2.571428571,25.71428571,0.071428571,25.64285714,92.57142857,9.0,5.5,52.78571429,196.6428571,265.5714286,100.0714286,165.5,414.1428571,9.0,72.0,1.714285714,40.5,1004.214286,7.357142857,99.21428571,0.5,118.2857143,0.0,14.42857143,0.0,0.0,0.0,2908.000000263
"GUMLA, JHARKHAND",152.0,42.14285714,6.357142857,54.14285714,0.0,45.0,61.85714286,17.0,0.857142857,36.5,24.85714286,85.21428571,26.57142857,51.85714286,32.21428571,6.571428571,16.07142857,1.571428571,7.214285714,48.35714286,1.0,10.5,0.0,11.92857143,0.142857143,79.07142857,6.785714286,0.428571429,0.0,826.2142857079998
"GUNA, MADHYA PRADESH",45.71428571,41.21428571,4.714285714,103.5714286,0.0,87.0,49.57142857,4.357142857,6.571428571,29.57142857,214.2142857,291.2142857,97.35714286,178.8571429,81.85714286,9.642857143,22.57142857,0.357142857,18.64285714,976.4285714,8.5,190.4285714,15.5,54.28571429,0.142857143,195.2142857,15.0,0.0,0.0,2742.4999999650004
"GUNTAKAL RAILWAY, ANDHRA PRADESH",1.0,0.285714286,0.0,0.0,0.0,0.0,0.0,0.285714286,0.0,0.285714286,0.0,29.5,0.0,0.0,0.142857143,0.0,0.357142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.642857143,29.5,0.0,1.071428571,63.071428571999995
"GUNTAKAL RLY., ANDHRA PRADESH",5.5,0.214285714,0.0,0.214285714,0.0,0.214285714,1.428571429,1.071428571,0.0,2.214285714,0.0,167.2857143,0.0,167.2857143,0.285714286,0.285714286,1.571428571,5.0,0.214285714,6.142857143,0.357142857,1.571428571,1.071428571,0.785714286,0.0,2.285714286,0.0,0.0,0.0,365.00000002699994
